"location","scenario","location_scenario","aleaf_s","awood_s","aroot_s","tleaf_s","twood_s","troot_s"
"manaus","hist",manaus_hist,0.035288726346985,0,0.039136743522693,0.005892524705468,0,0.036400768699871
"manaus","hist",manaus_hist,0.006054119060789,0,0.000449648687733,0.003295343081766,0,0.000825188875483
"manaus","hist",manaus_hist,0.000852841447932,0,0.005685243710379,0.001095433831524,0,0.001420425936923
"manaus","hist",manaus_hist,0.013382993291068,0,0.0158862167465,0.021692276978009,0,0.005988828526761
"manaus","hist",manaus_hist,0.084431001484839,0,0.024811287851993,0.056807812779353,0,0.059705772742206
"manaus","hist",manaus_hist,0.066012184836001,0,0.068459805328637,0.035060833351233,0,0.049864296592392
"manaus","hist",manaus_hist,0.012675562952713,0,0.029533916043764,0.000604838197373,0,0.025100239582138
"manaus","hist",manaus_hist,0.00026902874724,0,0.000390014946047,0.000317826857128,0,0.000399174409779
"manaus","hist",manaus_hist,0.065289478092327,0,0.018481780627556,0.054671178519408,0,0.005434500907858
"manaus","hist",manaus_hist,0.011223634393645,0,0.001929164082073,0.002053979666768,0,0.005098172801011
"manaus","hist",manaus_hist,0.013057591694904,0,0.083585308187403,0.072049165434458,0,0.026193281016374
"manaus","hist",manaus_hist,0.017128354852894,0,0.06280263278238,0.0262088024449,0,0.04167106273973
"manaus","hist",manaus_hist,0.734056087681952,0.092815591728517,0.078266311469303,0.359103118262814,0.361678010238098,0.135439497477003
"manaus","hist",manaus_hist,0.004428777904594,0.028973374289012,0.042618753972933,0.052668758477525,0.00331192223484,0.028277362545559
"manaus","hist",manaus_hist,0.1596652218422,0.130820874724287,0.163428291983034,0.235674110375109,0.190941095397848,0.239546515386889
"manaus","hist",manaus_hist,0.073242025679782,0.020643605039534,0.004048272306052,0.050133981844855,0.015405555168865,0.048231839201606
"manaus","hist",manaus_hist,0.217637238587962,0.473595535361693,0.046445994704773,0.092034516529182,0.077967883699389,0.188505541693147
"manaus","hist",manaus_hist,0.051989067683627,0.182440551716285,0.042221080516211,0.052766050473845,0.016618204207957,0.026065088359387
"manaus","hist",manaus_hist,0.04705730991547,0.10011565750358,0.012035894288317,0.029658885409092,0.033828443567127,0.054236447457372
"manaus","hist",manaus_hist,0.176011955005458,0.116172779801313,0.685147673418739,0.490739415166524,0.268177946158742,0.175865953378861
"manaus","hist",manaus_hist,0.233444358402456,0.052609036456857,0.071296588945216,0.046098000708237,0.066665076081229,0.061075253261637
"manaus","hist",manaus_hist,0.120043476028148,0.127227965339757,0.108988739355015,0.166837436608457,0.227170207170984,0.156885355297535
"manaus","hist",manaus_hist,0.107667098684207,0.018137968623038,0.030075650259141,0.074869927061812,0.100979742258477,0.037997597156345
"manaus","hist",manaus_hist,0.042866589902314,0.010253391030594,0.044187496678115,0.045143170759459,0.019661345897865,0.011254590340448
"manaus","hist",manaus_hist,0.016229336109801,0.010416320141285,0.079587890903712,0.057640912826521,0.013480554458803,0.023090175164822
"manaus","hist",manaus_hist,0.245835565977179,0.274669222762884,0.059236194106938,0.149799419656619,0.26669398878396,0.147620162042151
"manaus","hist",manaus_hist,0.042245352912279,0.113455418881628,0.075084264308111,0.144662160485994,0.002094556714716,0.063076854556501
"manaus","hist",manaus_hist,0.040592884770212,0.128278645732117,0.026654208047347,0.028462473350044,0.067525476522311,0.025236869921686
"manaus","hist",manaus_hist,0.319838429091271,0.180656336637156,0.127986974379063,0.011832856751454,0.284727189974381,0.312948291267221
"manaus","hist",manaus_hist,0.064712641964347,0.35565285645265,0.074490993074284,0.197737182149956,0.149550863335628,0.194491531597613
"manaus","hist",manaus_hist,0.031401659704451,0.070026381658851,0.110988101399228,0.031630394179129,0.146221081398959,0.003526919137787
"manaus","hist",manaus_hist,0.112095818843428,0.038507487992652,0.034653114351413,0.121556077077734,0.122158049385851,0.012338389953406
"manaus","hist",manaus_hist,0.218745200459067,0.464071844961327,0.362773897302724,0.239511042627516,0.411397403383856,0.481133817330659
"manaus","hist",manaus_hist,0.026417442165378,0.353535024811237,0.050259251970968,0.109050962832295,0.196311016727492,0.061131334900275
"manaus","hist",manaus_hist,0.021659728566409,0.029876757070455,0.098747314758934,0.061875567174501,0.012772895437332,0.043988853841566
"manaus","hist",manaus_hist,0.044017838981432,0.021491721319733,0.028993998413558,0.016140597025749,0.05809820665957,0.018882775002739
"manaus","hist",manaus_hist,0.027184077028701,0.230629674475628,0.200239916367578,0.280081796582514,0.252954739331075,0.068680882953102
"manaus","hist",manaus_hist,0.212224264458004,0.103502888168364,0.163172532542065,0.263327534712435,0.181586079120119,0.141213513974821
"manaus","hist",manaus_hist,0.034375026520007,0.286663256404959,0.017043053025525,0.115082546685469,0.173398556661912,0.100892497077307
"manaus","hist",manaus_hist,0.025945512069562,0.036589489879731,0.033233356148942,0.04277005606134,0.015532895150924,0.009078484916695
"manaus","hist",manaus_hist,0.327921274810653,0.157032331773276,0.046975368021419,0.267776587043234,0.035841208568109,0.12424104610414
"manaus","hist",manaus_hist,0.096161851593267,0.102382121474425,0.197881034215181,0.112204323263076,0.145766009494579,0.129488540841426
"manaus","hist",manaus_hist,0.375576688264951,0.095796180794043,0.313662939825541,0.381951773211904,0.070254144438581,0.240038309092899
"manaus","hist",manaus_hist,0.009193960379206,0.007211254470135,0.00176957679771,0.00962265430878,0.006756340738204,0.004669805842513
"manaus","hist",manaus_hist,0.338525754785682,0.063403287706514,0.063998533974594,0.279434195705412,0.01660858321786,0.005690757285571
"manaus","hist",manaus_hist,0.043771533591389,0.005710239136612,0.004507843266512,0.02307147903719,0.014749494018905,0.015654479239895
"manaus","hist",manaus_hist,0.003984470460828,0.041096348167191,0.002569841461781,0.001414160261151,0.003694704121057,0.006200831421888
"manaus","hist",manaus_hist,0.03063715769205,0.072350285558279,0.075598155636731,0.088093894694472,0.045382270733417,0.006009374005069
"manaus","hist",manaus_hist,0.105934729084464,0.050136647883519,0.03336771744674,0.118408291649886,0.06059999914477,0.027616818752579
"manaus","hist",manaus_hist,0.275223497276591,0.099541316438609,0.14785459654563,0.031211882809503,0.111024466080268,0.080775767355242
"manaus","hist",manaus_hist,0.004405802324498,0.019288080235976,0.01203461284757,0.006440685863398,0.00054193307058,0.007749791190611
"manaus","hist",manaus_hist,0.032021727157367,0.197927062684641,0.120239651964821,0.1965894856338,0.225551498995471,0.056640884064387
"manaus","hist",manaus_hist,0.085613385425372,0.22738746841018,0.046598835189117,0.090593621289046,0.13721626434925,0.063796254665131
"manaus","hist",manaus_hist,0.025478051516508,0.278337555881801,0.111258982464669,0.135440291637891,0.131373834088073,0.193455009933621
"manaus","hist",manaus_hist,0.036627329582448,0.092551818715571,0.094865559001188,0.146914986238357,0.119116418258755,0.083299219000835
"manaus","hist",manaus_hist,0.002561246440003,0.005358687815455,0.00924677087824,0.007540783839592,0.006763267769349,0.006066167275005
"manaus","hist",manaus_hist,0.024980512344706,0.339644512292198,0.120716938310012,0.115086038380223,0.087549992790975,0.178676060344629
"manaus","hist",manaus_hist,0.08430729613049,0.031212458035057,0.144636745156723,0.016312124133722,0.185593214658265,0.097092211250706
"manaus","hist",manaus_hist,0.082207954244157,0.121742623690999,0.038168579047104,0.051928913836816,0.125544768909583,0.008886696956447
"manaus","hist",manaus_hist,0.187890804310009,0.18439715121745,0.024351217473498,0.067499904970067,0.046564881262921,0.012203356663331
"manaus","hist",manaus_hist,0.496026193997517,0.26078390971213,0.97411262705672,0.981042352132263,0.300013618627842,1
"manaus","hist",manaus_hist,0.009194418443449,0.014848454129601,0.032963394848908,0.030510663016052,0.007063376169031,0.003785210042269
"manaus","hist",manaus_hist,0.051906749451854,0.145169947118152,0.017362855527444,0.088584176471664,0.014509750044933,0.03369343136459
"manaus","hist",manaus_hist,0.044804733909777,0.125490087618825,0.034677837094598,0.064511490947874,0.020161873596023,0.065713261650265
"manaus","hist",manaus_hist,0.011120528122436,0.086863489023806,0.032960132077057,0.048703960225814,0.046010533018039,0.007563739249243
"manaus","hist",manaus_hist,0.001642957199165,0.013853303617434,0.006815529555577,0.007541144138097,0.001281152308624,0.003523020493347
"manaus","hist",manaus_hist,0.113435193026,0.354585478358913,0.252237664268671,0.355960336770106,0.338144933665817,0.103165200449703
"manaus","hist",manaus_hist,0.475919456905696,0.480250015951007,0.526784565163103,0.287815583051428,0.341537229660933,0.720872255907442
"manaus","hist",manaus_hist,0.040957612373763,0.029428147777321,0.02877117720292,0.019244485884691,0.04180116158594,0.015553556209555
"manaus","hist",manaus_hist,0.128773332145758,0.3836011405647,0.034660534246997,0.199482116038751,0.220759336521269,0.023019711090144
"manaus","hist",manaus_hist,0.002453148545497,0.017633874675926,0.008929985826787,0.001018149884699,0.013447022543591,0.013839340728629
"manaus","hist",manaus_hist,0.018479291777096,0.02132143731102,0.033766655451503,0.005263771517558,0.032762687982688,0.029655724772204
"manaus","hist",manaus_hist,0.148103436521461,0.123213164823526,0.03698462603378,0.068084248202709,0.056152286735345,0.051926784120115
"manaus","hist",manaus_hist,0.327511546737699,0.108495236714872,0.224742526474208,0.353816136690958,0.415193170943728,0.046266660682066
"manaus","hist",manaus_hist,0.008018604230962,0.021629661343496,0.041558401506847,0.048431783841903,0.053111215377887,0.035650899300065
"manaus","hist",manaus_hist,0.033038101463631,0.118060578974305,0.095766649646775,0.01467611962108,0.023244427461308,0.081006473386183
"manaus","hist",manaus_hist,0.009872652431708,0.011594397242053,0.04552347404084,0.006752021348213,0.03066944262537,0.013259766390968
"manaus","hist",manaus_hist,0.017231148079328,0.072299150852051,0.030785589907768,0.0529503689599,0.05315144932842,0.04162620589111
"manaus","hist",manaus_hist,0.052299179052122,0.293447220490114,0.013092004367784,0.073052926360016,0.031691168449816,0.12628482698315
"manaus","hist",manaus_hist,0.047076420863788,0.504469509071112,0.080037116191324,0.19787671171801,0.257142666328542,0.014103411650165
"manaus","hist",manaus_hist,0.13995563657987,0.182503821192952,0.139134857126159,0.168596271879106,0.2165565542151,0.192717061198282
"manaus","hist",manaus_hist,0.002495020221372,0.01573922303167,0.002735975028807,0.00719021956086,0.005592484099111,0.002363132795788
"manaus","hist",manaus_hist,0.039551001995149,0.033280722827208,0.035663695912298,0.031987186627228,0.001501896058155,0.049597384254981
"manaus","hist",manaus_hist,0.05902623860142,0.01375246884699,0.004131664116596,0.034801755344926,0.027718902844654,0.011570305648598
"manaus","hist",manaus_hist,0.235818656299197,0.28714162441708,0.255314734772888,0.259908425524801,0.467213970644964,0.40142194115896
"manaus","hist",manaus_hist,0.657110947283945,0.072026814045737,0.127084056184371,0.219141431621527,0.112471933131912,0.074472012717194
"manaus","hist",manaus_hist,0.037263873894122,0.145964236695799,0.039031308699789,0.001969133136268,0.086448465735659,0.073655998212124
"manaus","hist",manaus_hist,0.158810027858236,0.043839772557305,0.061812287317557,0.042461962915766,0.029373285390693,0.059611814410266
"manaus","hist",manaus_hist,0.038013406216054,0.236783172089536,0.241903424863823,0.070921083989725,0.142725410486682,0.251024371526424
"manaus","hist",manaus_hist,0.036263557059257,0.0195733625798,0.048116083740183,0.057572314561512,0.060074498527846,0.024152147700124
"manaus","hist",manaus_hist,0.053599075955871,0.115536929650936,0.029274356732672,0.049510578570808,0.015626279817753,0.079014793454703
"manaus","hist",manaus_hist,0.226743076518138,0.110941954836638,0.044466152830821,0.092507370988818,0.009929459941981,0.086500603900785
"manaus","hist",manaus_hist,0.022998628416597,0.038688990728723,0.161703113275095,0.12186894463433,0.145869194891829,0.059558442586806
"manaus","hist",manaus_hist,0.094046213539333,0.112715306944889,0.167928290492025,0.04672936122124,0.060490205515049,0.134629741350752
"manaus","hist",manaus_hist,0.043713086070388,0.015223844418406,0.01755231862359,0.001728659697648,0.010499911299972,0.014858248854194
"manaus","hist",manaus_hist,0.055752398908733,0.136394637201189,0.012447639942501,0.068120008227344,0.026004744473028,0.04286614495428
"manaus","hist",manaus_hist,0.653184381186003,0.150453115051982,0.102159285621058,0.052146526176178,0.321592634299454,0.399319869341323
"manaus","hist",manaus_hist,0.080512651436231,0.945181351756609,0.199921357354032,0.227719355006683,0.640449408350562,0.206332960581357
"manaus","hist",manaus_hist,0.030155425816083,0.254136331794478,0.096408791679818,0.042961758492022,0.123993125316569,0.087553211616602
"manaus","hist",manaus_hist,0.075792525780127,0.025254088945682,0.020263246469364,0.055066704857255,0.050415814258325,0.041617787007618
"manaus","hist",manaus_hist,0.014481277364274,0.060023786774069,0.007292815118457,0.012633373683391,0.041409023519104,0.003468554079145
"manaus","hist",manaus_hist,0.087947240527847,0.078716268087631,0.08855780315183,0.129131497158005,0.037141139760422,0.075506469630369
"manaus","hist",manaus_hist,0.218546032669266,0.201468529146165,0.092866463223835,0.12403555507283,0.267781634911929,0.023467345214626
"manaus","hist",manaus_hist,0.331943205609345,0.085125490470732,0.640183352571782,0.640183355155608,0.352674310546579,0.449456232857841
"manaus","hist",manaus_hist,0.061886938548728,0.055700594787055,0.091896389771252,0.04406034833518,0.115932143845239,0.073754148533235
"manaus","hist",manaus_hist,0.301508735399359,0.087759757928562,0.086151405058529,0.248134064328519,0.274523234366139,0.021983538482682
"manaus","hist",manaus_hist,0.064182972760384,0.100093515368332,0.01083799987786,0.021516940358953,0.06243319063528,0.018188319670835
"manaus","hist",manaus_hist,0.090648521744072,0.15264002316821,0.257460116654747,0.110913267463134,0.277963337163813,0.122191223944912
"manaus","hist",manaus_hist,0.035168056355293,0.115909043689964,0.068707750731491,0.089722466853827,0.128492100253313,0.010750515890692
"manaus","hist",manaus_hist,0.354652386915195,0.45007338529841,0.043925106716452,0.075695190719199,0.11868671983528,0.375923896244738
"manaus","hist",manaus_hist,0.138118233077294,0.188610769795588,0.01989247439141,0.110788033864027,0.097939974600178,0.019407807950321
"manaus","hist",manaus_hist,0.021334985578944,0.045078227494973,0.009651227665557,0.027820814750697,0.020315058720866,0.031106069899019
"manaus","hist",manaus_hist,0.003421750511326,0.047625282178183,0.010772961174419,0.005565144860027,0.029808289805369,0.006761458374491
"manaus","rcp26",manaus_rcp26,0.052778076238389,0,0.105152225275372,0.062042197919744,0,0.026857880935632
"manaus","rcp26",manaus_rcp26,0.014581496915146,0,0.137531261289707,0.115882391884447,0,0.039834341188885
"manaus","rcp26",manaus_rcp26,0.012935867156749,0,0.011461727863323,0.011352542954805,0,0.006932052678269
"manaus","rcp26",manaus_rcp26,0.003297007266726,0,0.045836544312637,0.031491964761221,0,0.02711768236686
"manaus","rcp26",manaus_rcp26,0.051008726608533,0,0.013634659865583,0.045168290810926,0,0.008852620791063
"manaus","rcp26",manaus_rcp26,0.089760720679923,0,0.012012527064805,0.017049960082577,0,0.020126221919171
"manaus","rcp26",manaus_rcp26,0.022195035231149,0,0.017610869686808,0.012769922751373,0,0.002889370069074
"manaus","rcp26",manaus_rcp26,0.016301284458072,0,0.027248471656745,0.016245753873275,0,0.011925427448205
"manaus","rcp26",manaus_rcp26,0.056165904559637,0,0.042817382006986,0.029454331136439,0,0.015431787921921
"manaus","rcp26",manaus_rcp26,0.009650604451884,0,0.102148619876886,0.040790807743134,0,0.053568178950439
"manaus","rcp26",manaus_rcp26,0.008942065267969,0,0.002298543241259,0.005854174958614,0,0.005377810628044
"manaus","rcp26",manaus_rcp26,0.011588725809023,0,0.125189277472941,0.037763697244225,0,0.040658712215087
"manaus","rcp26",manaus_rcp26,0.026162757607691,0,0.046674156404092,0.034642582622084,0,0.011918200233365
"manaus","rcp26",manaus_rcp26,0.049246442654575,0,0.004688034470751,0.02016585531903,0,0.018041412096094
"manaus","rcp26",manaus_rcp26,0.029711218433805,0,0.019296111612107,0.020547293535211,0,0.018299405276935
"manaus","rcp26",manaus_rcp26,0.010789593287822,0,0.053633203663103,0.019923470545675,0,0.027238425920241
"manaus","rcp26",manaus_rcp26,0.129823382690871,0,0.062991088118579,0.096708096447817,0,0.036891505549235
"manaus","rcp26",manaus_rcp26,0.012424952100255,0,0.013851587785149,0.006495222037278,0,0.00704516378754
"manaus","rcp26",manaus_rcp26,0.006779761557783,0,0.012465446075299,0.009427977611545,0,0.003745383133015
"manaus","rcp26",manaus_rcp26,0.081325835236393,0,0.020904755543382,0.026239687102383,0,0.005993428150133
"manaus","rcp26",manaus_rcp26,0.071741211289862,0,0.040231119788756,0.01962660915976,0,0.019232782065142
"manaus","rcp26",manaus_rcp26,0.026741335441891,0,0.031410957076532,0.012053077307116,0,0.033976867291885
"manaus","rcp26",manaus_rcp26,0.158992983777504,0,0.02467275615498,0.023185895328444,0,0.079183069606745
"manaus","rcp26",manaus_rcp26,0.01240590591096,0,0.107141934320019,0.078103648059204,0,0.071432318630184
"manaus","rcp26",manaus_rcp26,0.041723471400112,0,0.002540567590009,0.006389910650884,0,0.004792260427745
"manaus","rcp26",manaus_rcp26,0.002274777885245,0,0.004648255175794,0.002832525585038,0,7.74770428250853E-05
"manaus","rcp26",manaus_rcp26,0.009322453073892,0,0.001562914048238,0.006554432668085,0,0.002799106684282
"manaus","rcp26",manaus_rcp26,0.156043401251114,0,0.049035554093375,0.033777358732556,0,0.012337760255179
"manaus","rcp26",manaus_rcp26,0.021343714472208,0,0.027885839992455,0.021962705559493,0,0.002619249827559
"manaus","rcp26",manaus_rcp26,0.029825623424828,0,0.05905106824103,0.067932029766245,0,0.01508535868651
"manaus","rcp26",manaus_rcp26,0.015658500384906,0,0.019288425577688,0.020095101598512,0,0.014049271459858
"manaus","rcp26",manaus_rcp26,0.133382758241855,0,0.006252224841069,0.021405332121851,0,0.008394382614268
"manaus","rcp26",manaus_rcp26,0.005376866945893,0,0.007970847469445,0.001948399899804,0,0.004233455723979
"manaus","rcp26",manaus_rcp26,0.1092431257495,0,0.083280149428633,0.102698328333481,0,0.007500828390721
"manaus","rcp26",manaus_rcp26,0.01597161493358,0,0.049912562899504,0.015133320921279,0,0.038076224228399
"manaus","rcp26",manaus_rcp26,0.021939956646927,0,0.028357753112212,0.012390754562363,0,0.029198396018099
"manaus","rcp26",manaus_rcp26,0.031089180009906,0,0.154538872962507,0.042613883635112,0,0.081887612937745
"manaus","rcp26",manaus_rcp26,0.023122224944023,0,0.017804110841013,0.030578681944424,0,0.019446205656568
"manaus","rcp26",manaus_rcp26,0.004462208805487,0,0.009475984139198,0.00835515392835,0,0.003524622170163
"manaus","rcp26",manaus_rcp26,0.057886410208625,0,0.020811902871667,0.024384334023174,0,0.022495833531493
"manaus","rcp26",manaus_rcp26,0.006184432393276,0,0.015119123388662,0.013219187334296,0,0.004464070428201
"manaus","rcp26",manaus_rcp26,0.073796933436761,0,0.004493549573407,0.026959851502909,0,0.015490518969923
"manaus","rcp26",manaus_rcp26,0.006721688293971,0,0.005778697447152,0.006375240934416,0,0.001726239193942
"manaus","rcp26",manaus_rcp26,0.00109273115029,0,0.005041031690845,0.002377974923425,0,0.003639136547278
"manaus","rcp26",manaus_rcp26,0.001881347959654,0,0.004210500464963,0.003560964052414,0,0.000689275657474
"manaus","rcp26",manaus_rcp26,0.021729489894875,0,0.018681052495142,0.003730736103662,0,0.010687469664545
"manaus","rcp26",manaus_rcp26,0.004454593868154,0,0.001408244165551,0.003136097398328,0,0.001788827869583
"manaus","rcp26",manaus_rcp26,0.032860277997159,0,0.036443487787502,0.005487021222907,0,0.033895793230236
"manaus","rcp26",manaus_rcp26,0.005976532400042,0,0.000443886053651,0.003253111556615,0,0.000814613503049
"manaus","rcp26",manaus_rcp26,0.000819490198734,0,0.005462918433146,0.001052596033307,0,0.001364878836857
"manaus","rcp26",manaus_rcp26,0.012743660650897,0,0.015127300012453,0.020655993558631,0,0.005702729666608
"manaus","rcp26",manaus_rcp26,0.086425340945778,0,0.025397353979621,0.058149666584191,0,0.061116079250534
"manaus","rcp26",manaus_rcp26,0.066855670698124,0,0.069334566256302,0.035508831211013,0,0.050501449174059
"manaus","rcp26",manaus_rcp26,0.012484407158018,0,0.029088525392791,0.000595716764113,0,0.02472171161952
"manaus","rcp26",manaus_rcp26,0.064066157672996,0,0.018135489732413,0.053646811842032,0,0.005332675143844
"manaus","rcp26",manaus_rcp26,0.010841577861975,0,0.001863494269875,0.001984061335573,0,0.004924628879807
"manaus","rcp26",manaus_rcp26,0.013272196526563,0,0.084959053101,0.073233310940936,0,0.026623774124506
"manaus","rcp26",manaus_rcp26,0.016420704282976,0,0.060207970149251,0.025125997505052,0,0.03994944126148
"manaus","rcp26",manaus_rcp26,0.770098748582694,0.09737290132671,0.082109241993727,0.376735329430339,0.379436650104711,0.14208967090343
"manaus","rcp26",manaus_rcp26,0.004515126214881,0.029538269705559,0.043449694330191,0.0536956441661,0.003376494958464,0.028828688040224
"manaus","rcp26",manaus_rcp26,0.163127858608503,0.133657968096278,0.166972537969319,0.240785140810537,0.195082007292343,0.244741526273153
"manaus","rcp26",manaus_rcp26,0.071534770395516,0.020162407274796,0.003953907696868,0.048965369936399,0.015046455161981,0.047107565631779
"manaus","rcp26",manaus_rcp26,0.220433446759164,0.47968030125183,0.047042734033617,0.093216978100261,0.078969616789837,0.190927465221676
"manaus","rcp26",manaus_rcp26,0.050714785021576,0.177968827214542,0.041186216855207,0.051472723614967,0.016210882314701,0.025426217494981
"manaus","rcp26",manaus_rcp26,0.046921569134395,0.099826865502462,0.012001175706164,0.029573331853424,0.033730862587727,0.05407999784322
"manaus","rcp26",manaus_rcp26,0.177673080729965,0.117269168863017,0.691613804555962,0.49537080415425,0.270708895037314,0.177525701233202
"manaus","rcp26",manaus_rcp26,0.233734206726435,0.052674356692064,0.07138511196533,0.046155236742494,0.066747848523817,0.061151085305614
"manaus","rcp26",manaus_rcp26,0.121839576058432,0.129131560113728,0.110619437593264,0.169333671474672,0.230569145588476,0.159232686457448
"manaus","rcp26",manaus_rcp26,0.108498468412835,0.018278024005363,0.030307884561089,0.075448047867823,0.101759474360953,0.038291002109618
"manaus","rcp26",manaus_rcp26,0.042429470334826,0.010148835085483,0.043736907522105,0.044682836470772,0.019460855094738,0.011139824825375
"manaus","rcp26",manaus_rcp26,0.015561243743925,0.009987525045243,0.076311599245085,0.055268084149442,0.012925618016235,0.022139651431498
"manaus","rcp26",manaus_rcp26,0.255262299045185,0.285201601716129,0.061507646918911,0.155543580934034,0.276920551942985,0.153280758487704
"manaus","rcp26",manaus_rcp26,0.042000472803266,0.112797761484083,0.074649029651753,0.143823609585639,0.002082415375575,0.062711222230976
"manaus","rcp26",manaus_rcp26,0.038893271436959,0.1229076541188,0.02553820315375,0.027270757186257,0.064698203393438,0.024180208569737
"manaus","rcp26",manaus_rcp26,0.34911268478034,0.197191496725444,0.139701400569967,0.012915898046726,0.310787774149575,0.341591904931246
"manaus","rcp26",manaus_rcp26,0.063692759628407,0.350047707293147,0.073317002225818,0.194620810633584,0.147193916440024,0.191426311963663
"manaus","rcp26",manaus_rcp26,0.032118970599651,0.071625999997637,0.113523411929065,0.032352929976459,0.149561221468775,0.00360748513883
"manaus","rcp26",manaus_rcp26,0.118245389807786,0.04062000665453,0.036554182988132,0.128224637050087,0.128859633220027,0.013015274064357
"manaus","rcp26",manaus_rcp26,0.226601139427528,0.480738358872921,0.375802432613285,0.248112758633666,0.426172185825704,0.498413089421397
"manaus","rcp26",manaus_rcp26,0.026585469958035,0.355783678836334,0.050578925242326,0.109744579820245,0.197559649895226,0.061520159888365
"manaus","rcp26",manaus_rcp26,0.022420114290287,0.030925609050905,0.102213933635318,0.064047768021608,0.013221300083256,0.045533124865819
"manaus","rcp26",manaus_rcp26,0.015381870897666,0.007510205596572,0.010131841354132,0.005640270613891,0.020302211736054,0.006598510039978
"manaus","rcp26",manaus_rcp26,0.027830062965819,0.236110216344246,0.204998295001258,0.286737488426328,0.258965800322777,0.070312973565128
"manaus","rcp26",manaus_rcp26,0.228001732084641,0.111197641619787,0.175303329356628,0.28290419131903,0.195085800082176,0.151711803387985
"manaus","rcp26",manaus_rcp26,0.036582028918302,0.305068080395897,0.018137279854116,0.122471265230357,0.184531374853082,0.107370163296851
"manaus","rcp26",manaus_rcp26,0.026287097071724,0.037071207727233,0.033670889084918,0.043333144043587,0.015737393022913,0.009198007614409
"manaus","rcp26",manaus_rcp26,0.360076627992833,0.172430631075962,0.051581686763948,0.29403426323507,0.039355731027716,0.136423894019541
"manaus","rcp26",manaus_rcp26,0.098847804860124,0.105241816466447,0.203408165621358,0.115338368080995,0.149837485269407,0.133105361473662
"manaus","rcp26",manaus_rcp26,0.397251587068957,0.101324672137749,0.331764735782342,0.403994584159272,0.074308579867725,0.253891155579847
"manaus","rcp26",manaus_rcp26,0.008971462214779,0.007036738908324,0.001726751944421,0.00938978166474,0.006592834290804,0.004556794148751
"manaus","rcp26",manaus_rcp26,0.354210868634322,0.066340989618433,0.066963816373727,0.292381385307784,0.017378118496523,0.005954431106591
"manaus","rcp26",manaus_rcp26,0.043213409454206,0.005637428766234,0.004450364296091,0.022777298128227,0.014561425516569,0.015454871244437
"manaus","rcp26",manaus_rcp26,0.003794218383201,0.039134068276716,0.0024471353462,0.001346636276634,0.003518288358554,0.005904751767273
"manaus","rcp26",manaus_rcp26,0.031709529897108,0.074882714024802,0.078244267565263,0.091177386335753,0.046970755884428,0.006219716548071
"manaus","rcp26",manaus_rcp26,0.115655004326158,0.05473704641139,0.036429447007287,0.129273105697596,0.066160485508005,0.030150861974607
"manaus","rcp26",manaus_rcp26,0.288754821887531,0.104435251113409,0.155123847397104,0.032746410865632,0.116482968175089,0.084747097122137
"manaus","rcp26",manaus_rcp26,0.004394219814292,0.019237373493051,0.012002974827659,0.00642375382657,0.000540508374055,0.007729417605958
"manaus","rcp26",manaus_rcp26,0.034279775258486,0.211884107791592,0.128718484527464,0.210452210412835,0.241456511694194,0.060634979395969
"manaus","rcp26",manaus_rcp26,0.090256079340032,0.239718370744448,0.049125825119071,0.095506386151368,0.144657309215062,0.067255836466153
"manaus","rcp26",manaus_rcp26,0.037259264423075,0.407042560409043,0.162705828859111,0.198068721389023,0.192121906181683,0.282909807151144
"manaus","rcp26",manaus_rcp26,0.039431674059968,0.099637978551345,0.102128869584332,0.158163421209075,0.128236476519744,0.089676961559322
"manaus","rcp26",manaus_rcp26,0.002458756700491,0.005144257687245,0.008876756974095,0.007239036005767,0.00649263278839,0.005823426535643
"manaus","rcp26",manaus_rcp26,0.027618532928425,0.375512025668141,0.133465022557726,0.127239481381565,0.096795543429498,0.197544807588972
"manaus","rcp26",manaus_rcp26,0.091213878648692,0.033769429989787,0.15648560797888,0.01764843856734,0.20079729260485,0.105046153695391
"manaus","rcp26",manaus_rcp26,0.084940768079981,0.12578967594474,0.039437405697833,0.05365517078741,0.129718214696742,0.00918211510171
"manaus","rcp26",manaus_rcp26,0.196106679769772,0.192460259763612,0.025416020325694,0.07045146415614,0.048601017339771,0.012736971714518
"manaus","rcp26",manaus_rcp26,0.293085571335477,0.154088641186248,0.575571130406338,0.579665680135411,0.177268186840069,0.590867128095677
"manaus","rcp26",manaus_rcp26,0.009530751246792,0.015391611576043,0.034169198506521,0.031626745316283,0.007321754942319,0.003923673759461
"manaus","rcp26",manaus_rcp26,0.05354823318761,0.14976075783801,0.017911933648736,0.091385535985886,0.014968602013754,0.034758942713548
"manaus","rcp26",manaus_rcp26,0.052714161168304,0.147642981174642,0.040799553407074,0.075899771430114,0.023721069769471,0.077313693278528
"manaus","rcp26",manaus_rcp26,0.011701922370164,0.091404810037504,0.034683325561637,0.051250258397997,0.048416015491682,0.007959180740433
"manaus","rcp26",manaus_rcp26,0.001563190418395,0.013180719574082,0.006484631949454,0.007175017970361,0.001218951795037,0.003351975646156
"manaus","rcp26",manaus_rcp26,0.070834190441048,0.221419613663675,0.157508888220542,0.222278136910537,0.211153375262674,0.064421129664272
"manaus","rcp26",manaus_rcp26,0.280443606425638,0.282995465832175,0.310416732835772,0.169600210712934,0.201256604261698,0.424786195731351
